ID,Track,Program,Project Name,Description,Sector,Location,Lead Organisation,Financial Instrument,Funding Source (raw),Partners,Capital (AUD m),Start Year,End Year,Phase,Status,Funding Outcome,Hazard Group,Duplicate Status,Duplicate Of,Notes
R294,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Regional knowledge sharing & case studies,,Waste Management,TBC,TBC,TBC,SPREP,SPREP,0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R295,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Monitoring & evaluation,,Waste Management,TBC,TBC,TBC,UNDP,UNDP,0.05,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R296,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Phase 3 contingency,,Waste Management,TBC,TBC,TBC,Mixed,Mixed,0.075,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R297,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Invasive species eradication pilots,,Environment & Biodiversity,TBC,TBC,TBC,"DFAT, JICA","DFAT, JICA",0.3,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R298,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Native vegetation pilot plots,,Environment & Biodiversity,TBC,TBC,TBC,SPREP,SPREP,0.35,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R299,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Institutional capacity training,,Environment & Biodiversity,TBC,TBC,TBC,"UNDP, SPC","UNDP, SPC",0.15,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R300,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Endemic species baseline monitoring,,Environment & Biodiversity,TBC,TBC,TBC,"BirdLife, IUCN","BirdLife, IUCN",0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R301,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Community awareness campaigns,,Environment & Biodiversity,TBC,TBC,TBC,"NGOs, GEF SGP","NGOs, GEF SGP",0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R302,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Phase 1 contingency,,Environment & Biodiversity,TBC,TBC,TBC,Mixed,Mixed,0.095,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R303,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Expansion of eradication campaigns,,Environment & Biodiversity,TBC,TBC,TBC,"DFAT, JICA","DFAT, JICA",0.35,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R304,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Community nurseries & planting campaigns,,Environment & Biodiversity,TBC,TBC,TBC,"SPREP, MFAT","SPREP, MFAT",0.5,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R305,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Scaling endemic species monitoring,,Environment & Biodiversity,TBC,TBC,TBC,"IUCN, BirdLife","IUCN, BirdLife",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R306,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Community stewardship programmes,,Environment & Biodiversity,TBC,TBC,TBC,"NGOs, GEF SGP","NGOs, GEF SGP",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R307,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Biodiversity data & GIS surveys,,Environment & Biodiversity,TBC,TBC,TBC,"UNDP, SPC","UNDP, SPC",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R308,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Phase 2 contingency,,Environment & Biodiversity,TBC,TBC,TBC,Mixed,Mixed,0.135,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R309,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,National policy integration & legislation,,Environment & Biodiversity,TBC,TBC,TBC,"UNDP, SPC","UNDP, SPC",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R310,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Long-term financing mechanisms,,Environment & Biodiversity,TBC,TBC,TBC,"GCF, AF","GCF, AF",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R311,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Endemic species long-term monitoring,,Environment & Biodiversity,TBC,TBC,TBC,"BirdLife, IUCN","BirdLife, IUCN",0.15,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R312,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Regional knowledge exchange,,Environment & Biodiversity,TBC,TBC,TBC,"SPREP, IUCN","SPREP, IUCN",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R313,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Community education & ongoing awareness,,Environment & Biodiversity,TBC,TBC,TBC,NGOs,NGOs,0.05,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R314,RONAdapt II Pipeline (Future),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Phase 3 contingency,,Environment & Biodiversity,TBC,TBC,TBC,Mixed,Mixed,0.07,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R315,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Hazard mapping,,Disaster Risk Reduction,TBC,TBC,TBC,"SPC, SPREP, UNDP","SPC, SPREP, UNDP",0.5,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R316,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Vulnerability surveys,,Disaster Risk Reduction,TBC,TBC,TBC,"DFAT, MFAT, EU","DFAT, MFAT, EU",0.4,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R317,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Community engagement & awareness,,Disaster Risk Reduction,TBC,TBC,TBC,"NGOs, GEF SGP","NGOs, GEF SGP",0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R318,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Phase 1 contingency,,Disaster Risk Reduction,TBC,TBC,TBC,Mixed,Mixed,0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R319,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Capacity building workshops,,Disaster Risk Reduction,TBC,TBC,TBC,"ADB, World Bank","ADB, World Bank",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R320,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Expanded hazard mapping & modelling,,Disaster Risk Reduction,TBC,TBC,TBC,"SPC, SPREP","SPC, SPREP",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R321,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Evacuation pathway mapping & safe-site integration,,Disaster Risk Reduction,TBC,TBC,TBC,"ADB, DFAT, EU","ADB, DFAT, EU",0.25,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R322,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Policy briefs & dissemination,,Disaster Risk Reduction,TBC,TBC,TBC,"Government, UNDP","Government, UNDP",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R323,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Monitoring & evaluation,,Disaster Risk Reduction,TBC,TBC,TBC,"ADB, UNDP","ADB, UNDP",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R324,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Phase 2 contingency,,Disaster Risk Reduction,TBC,TBC,TBC,Mixed,Mixed,0.115,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R325,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Policy integration & institutionalisation,,Disaster Risk Reduction,TBC,TBC,TBC,"UNDP, SPC","UNDP, SPC",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R326,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,National disaster risk & evacuation database,,Disaster Risk Reduction,TBC,TBC,TBC,"World Bank, ADB","World Bank, ADB",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R327,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Long-term financing mechanisms,,Disaster Risk Reduction,TBC,TBC,TBC,"GCF, AF","GCF, AF",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R328,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Community drills & ongoing awareness,,Disaster Risk Reduction,TBC,TBC,TBC,"SPC, NGOs","SPC, NGOs",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R329,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Regional knowledge exchange & reporting,,Disaster Risk Reduction,TBC,TBC,TBC,"CREWS, SPREP","CREWS, SPREP",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R330,RONAdapt II Pipeline (Future),Nauru-Wide Disaster Risk Vulnerability Assessment,Phase 3 contingency,,Disaster Risk Reduction,TBC,TBC,TBC,Mixed,Mixed,0.07,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Multi-hazard preparedness,,,
R331,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,HEPR Plan development & rollout,,Health,TBC,TBC,TBC,"WHO, UNDP, SPC","WHO, UNDP, SPC",0.4,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
R332,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Republic Hospital resilience upgrades,,Health,TBC,TBC,TBC,"JICA, DFAT, EU","JICA, DFAT, EU",1.0,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
R333,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Initial emergency stockpiles,,Health,TBC,TBC,TBC,"WHO, DFAT, SPC","WHO, DFAT, SPC",0.4,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
R334,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Training & drills,,Health,TBC,TBC,TBC,"WHO, NGOs","WHO, NGOs",0.3,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
R335,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Phase 1 contingency,,Health,TBC,TBC,TBC,Mixed,Mixed,0.21,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
R336,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Clinic-level resilience upgrades,,Health,TBC,TBC,TBC,"JICA, DFAT, MFAT","JICA, DFAT, MFAT",0.8,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R337,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Mobile health units & outreach kits,,Health,TBC,TBC,TBC,"UNDP, MFAT","UNDP, MFAT",0.6,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R338,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Expanded stockpile & supply chain system,,Health,TBC,TBC,TBC,"WHO, EU","WHO, EU",0.5,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R339,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Advanced training & simulation drills,,Health,TBC,TBC,TBC,"WHO, Red Cross","WHO, Red Cross",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R340,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Phase 2 contingency,,Health,TBC,TBC,TBC,Mixed,Mixed,0.22,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R341,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Policy integration & institutionalisation,,Health,TBC,TBC,TBC,"UNDP, WHO","UNDP, WHO",0.3,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R342,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Health infrastructure resilience fund set-up,,Health,TBC,TBC,TBC,"GCF, AF","GCF, AF",0.5,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R343,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Regional pooled procurement & partnerships,,Health,TBC,TBC,TBC,"SPC, WHO","SPC, WHO",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R344,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Ongoing mobile outreach & drills,,Health,TBC,TBC,TBC,"NGOs, MFAT","NGOs, MFAT",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R345,RONAdapt II Pipeline (Future),Climate Proof and Strengthen Health Sector Resilience,Phase 3 contingency,,Health,TBC,TBC,TBC,Mixed,Mixed,0.12,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R346,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Solar PV & Battery for core government facilities,,Energy,TBC,TBC,TBC,"DFAT, MFAT, EU","DFAT, MFAT, EU",1.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R347,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Community disaster hubs,,Energy,TBC,TBC,TBC,"GCF readiness, JICA","GCF readiness, JICA",1.5,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R348,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Initial training & O&M skills,,Energy,TBC,TBC,TBC,"IRENA, SPC","IRENA, SPC",0.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R349,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Monitoring & awareness,,Energy,TBC,TBC,TBC,"Government, EU","Government, EU",0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R350,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Phase 1 contingency,,Energy,TBC,TBC,TBC,Mixed,Mixed,0.25,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R351,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Expanded solarisation,,Energy,TBC,TBC,TBC,"DFAT, MFAT, EU","DFAT, MFAT, EU",2.0,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R352,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Grid integration protocols,,Energy,TBC,TBC,TBC,"ADB, World Bank","ADB, World Bank",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R353,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Technician certification programme,,Energy,TBC,TBC,TBC,"IRENA, SPC","IRENA, SPC",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R354,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Awareness campaigns & community engagement,,Energy,TBC,TBC,TBC,"NGOs, Government","NGOs, Government",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R355,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Phase 2 contingency,,Energy,TBC,TBC,TBC,Mixed,Mixed,0.17,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R356,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Renewable Energy Resilience Fund set-up,,Energy,TBC,TBC,TBC,"GCF, AF, DFAT","GCF, AF, DFAT",0.4,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R357,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Integration into building codes,,Energy,TBC,TBC,TBC,"Government, SPC","Government, SPC",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R358,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Public-private partnership pilots,,Energy,TBC,TBC,TBC,"JICA, MFAT","JICA, MFAT",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R359,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Regional exchange & training,,Energy,TBC,TBC,TBC,"SPC, IRENA","SPC, IRENA",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R360,RONAdapt II Pipeline (Future),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Phase 3 contingency,,Energy,TBC,TBC,TBC,Mixed,Mixed,0.09,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R361,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,150–200 household systems,,Water & Sanitation,TBC,TBC,TBC,"GCF, DFAT, JICA","GCF, DFAT, JICA",1.8,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Drought & water security,,,
R362,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Household training & awareness,,Water & Sanitation,TBC,TBC,TBC,"GEF SGP, SPREP","GEF SGP, SPREP",0.15,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Drought & water security,,,
R363,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Installation & local contractor engagement,,Water & Sanitation,TBC,TBC,TBC,"DFAT, MFAT","DFAT, MFAT",0.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Drought & water security,,,
R364,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Monitoring & audits,,Water & Sanitation,TBC,TBC,TBC,"Government, EU","Government, EU",0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Drought & water security,,,
R365,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Phase 1 contingency,,Water & Sanitation,TBC,TBC,TBC,Mixed,Mixed,0.225,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Drought & water security,,,
R366,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,100–120 additional household systems,,Water & Sanitation,TBC,TBC,TBC,"GCF, PRIF","GCF, PRIF",1.0,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Drought & water security,,,
R367,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Supply chain strengthening & contractor workshops,,Water & Sanitation,TBC,TBC,TBC,"JICA, SPC","JICA, SPC",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Drought & water security,,,
R368,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Household awareness campaigns,,Water & Sanitation,TBC,TBC,TBC,"NGOs, Government","NGOs, Government",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Drought & water security,,,
R369,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Monitoring & evaluation,,Water & Sanitation,TBC,TBC,TBC,"Government, EU","Government, EU",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Drought & water security,,,
R370,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Phase 2 contingency,,Water & Sanitation,TBC,TBC,TBC,Mixed,Mixed,0.14,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Drought & water security,,,
R371,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Final 50–80 household systems,,Water & Sanitation,TBC,TBC,TBC,"GCF, Government","GCF, Government",0.4,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Drought & water security,,,
R372,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Policy mainstreaming & WASH integration,,Water & Sanitation,TBC,TBC,TBC,"UNDP, EU","UNDP, EU",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Drought & water security,,,
R373,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Maintenance & parts framework,,Water & Sanitation,TBC,TBC,TBC,"Government, NGOs","Government, NGOs",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Drought & water security,,,
R374,RONAdapt II Pipeline (Future),Climate Resilient Household Water Systems,Phase 3 contingency,,Water & Sanitation,TBC,TBC,TBC,Mixed,Mixed,0.06,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Drought & water security,,,
R375,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Mobilisation and Establishment,,Housing & Community,TBC,TBC,TBC,"ADB, World Bank, DFAT","ADB, World Bank, DFAT",5.0,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R376,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Earthworks and Remediation,,Housing & Community,TBC,TBC,TBC,"ADB, World Bank, DFAT","ADB, World Bank, DFAT",10.0,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R377,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Roads & supporting infrastructure,,Housing & Community,TBC,TBC,TBC,"ADB, DFAT, JICA","ADB, DFAT, JICA",8.0,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R378,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Initial housing & civic buildings,,Housing & Community,TBC,TBC,TBC,"DFAT, MFAT, ADB","DFAT, MFAT, ADB",6.5,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R379,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Essential Service Systems,,Housing & Community,TBC,TBC,TBC,"ADB, JICA, EU","ADB, JICA, EU",5.0,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R380,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Renewable Energy Systems,,Housing & Community,TBC,TBC,TBC,"JICA, EU, RPC/Private Sector","JICA, EU, RPC/Private Sector",3.0,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R381,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Pilot Food and Water Security Systems,,Housing & Community,TBC,TBC,TBC,"FAO, IFAD, SPC","FAO, IFAD, SPC",1.5,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R382,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,"Planning, stakeholder engagement, safeguards",,Housing & Community,TBC,TBC,TBC,"UNDP, SPC, SPREP, DFAT","UNDP, SPC, SPREP, DFAT",3.03,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R383,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Capacity building (initial),,Housing & Community,TBC,TBC,TBC,"UNDP, DFAT, SPC","UNDP, DFAT, SPC",0.5,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R384,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Expansion of housing & civic buildings,,Housing & Community,TBC,TBC,TBC,"DFAT, MFAT, ADB","DFAT, MFAT, ADB",6.5,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R385,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Permanent water & wastewater systems,,Housing & Community,TBC,TBC,TBC,"ADB, EU, JICA","ADB, EU, JICA",4.5,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R386,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Solid waste management & recycling,,Housing & Community,TBC,TBC,TBC,"ADB, SPREP, EU","ADB, SPREP, EU",3.0,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R387,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Scaling renewable energy,,Housing & Community,TBC,TBC,TBC,"JICA, EU, PRC","JICA, EU, PRC",4.5,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R388,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Communications infrastructure,,Housing & Community,TBC,TBC,TBC,"Telecom/ICT donors, DFAT, World Bank","Telecom/ICT donors, DFAT, World Bank",4.0,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R389,RONAdapt II Pipeline (Future),Nauru Higher Ground Initiative for Enhanced Climate Resilience,Community aquaponics & greening,,Housing & Community,TBC,TBC,TBC,"FAO, IFAD, SPC","FAO, IFAD, SPC",2.02,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
