ID,Track,Program,Project Name,Description,Sector,Location,Lead Organisation,Financial Instrument,Funding Source (raw),Partners,Capital (AUD m),Start Year,End Year,Phase,Status,Funding Outcome,Hazard (recorded),Hazard Group,Hazard Source,Duplicate Status,Duplicate Of,Notes
E69,Existing / Committed,,Economic & Social Development Program (ESDP)- Patrol Boat to Nauru Police Force,"The Economic & Social Development Program (ESDP) is a type of assistance intended to support Nauru 
by promoting its economic and social development efforts inclusive of poverty reduction. ESDP provides 
foreign currency for import of goods as Aid In-Kind. There is a total of four ESDP projects that are on_x0002_going:
• Provision of Port Equipment valued with a total grant funding of 600M JPY ($6.7m AUD)
• Provision of heavy machinery for the Nauru Rehabilitation Corporation - total grant funding of 
200M JPY ($2.2 m AUD)
• Provision of East Micronesia Undersea Cable for Nauru Fibre Corporation – total grant funding 
of 1.561B JPY ($17.4 m USD)
• Provision of Patrol Boat to Nauru Police Force – total grant funding of 440M JPY ($4.9m AUD)",Governance & Finance,Nauru,Department of Education,Aid in-kind,Japan,,4.901,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E70,Existing / Committed,,Nauru Education Support 2024-2027,"New Zealand announced during Deputy Prime Minister Peters’ visit to Nauru in July 2024 that New Zealand would be providing Nauru with $5 million NZD ($4,618,269 AUD) in education support from 2024-2027: Focus on resilience and education in Nauru. This activity is still in design in consultation with the Nauru Department of Education. Support for FY 2025-26 is currently forecasted as $1.1 million NZD ($1,009,923 AUD).",Education,Nauru,"NUC, DCCNR",Aid in-kind,New Zealand,,1,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E71,Existing / Committed,,Nauru Energy Efficiency - Nauru Energy Efficiency on the Demand Side (NEEDS) Project,"The Nauru Energy Efficiency on the Demand Side (NEEDS) project Grant Funding Agreement (GFA) was signed in December 2020, and is funded by the Ministry of Foreign Affairs and Trade (MFAT) of the Government of New Zealand. The aim is to support the achievement of the 30% energy efficiency target set in the Nauru Energy Road Map (NERM). The project is now in the implementation phase. 27 NEEDS total project funding for FY 2025-26 will be $71,284 NZD ($65,398 AUD).",Energy,Nauru,Department of Finance,Aid in-kind,New Zealand,,0.065,2025,,,Funded,Funded,,Energy & fuel security,Auto-tagged (sector/keywords),,,
E72,Existing / Committed,,Nauru Intergenerational Trust Fund,"New Zealand will make an annual contribution of $1m NZD ($917,431 AUD) to the Nauru Intergenerational Trust fund in June, as a member of the Trust Fund Committee.",Governance & Finance,Nauru,,Aid in-kind,New Zealand,,0.917,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E73,Existing / Committed,,Regional Programme Support,"New Zealand also supports Nauru’s development through various regional programmes, totalling approximately $2,220,230 NZD ($2,036,908 AUD). A non-exhaustive list comprising of only forecasted payments over NZ$100,000 is provided below.",Governance & Finance,Nauru,Department of Education,Aid in-kind,New Zealand,,2.036,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E74,Existing / Committed,,Scholarships,"Nauru is included in the Manaaki New Zealand Scholarship Programme and is eligible for tertiary awards, short-term cohort courses, and individual short-term training. The total amount forecast across tertiary awards and short-term cohort courses FY 2025-26 is unclear, but is likely to be around the same amount as FY 2024-2025 being: $802,156 NZD ($735,923 AUD). Additionally, there is budget available to Nauru scholars to be drawn down for individual short-term training awards.",Education,Nauru,Nauru Customs Office,Aid in-kind,New Zealand,,0.735,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E75,Existing / Committed,,UNCTD - Customs operations harmonised across all Pacific Island countries,,Governance & Finance,Nauru,Department of Public Health,Aid in-kind,United Nations,,0.039,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E76,Existing / Committed,,UNCTD - Improved trade facilitation and border/customs procedures,,Governance & Finance,Nauru,Department of Public Health,Aid in-kind,United Nations,,0.074,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E77,Existing / Committed,,UNDF - Strengthened skills and opportunities for adolescents and youth in the Pacific to make informed choices about their sexual reproductive health rights and leadership for harnessing the Demographic Dividend,,Social & Human Development,Nauru,DCCNR,Aid in-kind,United Nations,,0.179,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E78,Existing / Committed,,UNPF - Strengthened skills and opportunities for adolescents and youth to make informed choices about their sexual reproductive health rights and leadership for harnessing the Demographic Dividend,,Social & Human Development,Nauru,Department of Public Health,Aid in-kind,United Nations,,1.613,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E79,Existing / Committed,,UNDP - Supporting Mainstreamed Achievement of Roadmap Targets on Energy in Nauru (SMARTEN),,Energy,Nauru,Parliament,Aid in-kind,United Nations,,1.612,2025,,,Funded,Funded,,Energy & fuel security,Auto-tagged (sector/keywords),,,
E80,Existing / Committed,,UNDP - The Multi-Country Western Pacific Integrated HIV/tuberculosis (TB) Programme,,Health,Nauru,Department of Public Health,Aid in-kind,United Nations,,6.45,2025,,,Funded,Funded,,Climate-health risks,Auto-tagged (sector/keywords),,,
E81,Existing / Committed,,UNDP - The Nauru Accountable and Inclusive Governance (NAIG) projec,,Governance & Finance,Nauru,Department of Education,Aid in-kind,United Nations,,2.24,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E82,Existing / Committed,,"UNDPF - Strengthened mechanisms and capacities of actors, institutions, and communities to address discriminatory gender and social norms towards achieving sexual and reproductive health and reproductive rights, gender equality and bodily autonomy, and women and young people’s enhanced decision making and the right to live free from all forms of violence",,Social & Human Development,Nauru,"Ministry of Health and Medical Services, Department of Public Health",Aid in-kind,United Nations,,0.108968,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E83,Existing / Committed,,UNESCO - Resilient and Equitable Education Systems,,Education,Nauru,Department of Education,Aid in-kind,United Nations,,0.0645,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E84,Existing / Committed,,"UNESCO - Support Pacific SIDs in strengthening preparedness, mitigation and response to emergencies affecting culture",,Social & Human Development,Nauru,DEMA,Aid in-kind,United Nations,,0.2,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E85,Existing / Committed,,UNESCO - Transformative Education through ESD and GCED,,Education,Nauru,DEMA,Aid in-kind,United Nations,,0.004,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E86,Existing / Committed,,UNFAO - Strengthened gender- and youth_x0002_sensitive value chains for the economic empowerment of rural communities towards systemic resilience,,Agriculture & Food,Nauru,Department of Education,Aid in-kind,United Nations,,0.378,2025,,,Funded,Funded,,Food insecurity,Auto-tagged (sector/keywords),,,
E87,Existing / Committed,,"UNFAO - Strengthened sustainable, climate_x0002_smart and gender- and youth- sensitive agri-food production systems, including aquaponics, aquaculture and mariculture",,Fisheries & Aquaculture,Nauru,NES,Aid in-kind,United Nations,,0.132,2025,,,Funded,Funded,,Food insecurity,Auto-tagged (sector/keywords),,,
E88,Existing / Committed,,"UNICEF - Child sensitive data, planning, budgeting and reporting (inclusive social policies and programmes that reduce multi_x0002_dimensional child poverty)",,Social & Human Development,Nauru,"NES, DCCNR",Aid in-kind,United Nations,,0.135484,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E89,Existing / Committed,,UNICEF - Equitable child-sensitive and shock-responsive social protection systems,,Social & Human Development,Nauru,"NES, DCCNR",Aid in-kind,United Nations,,0.80645,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E90,Existing / Committed,,UNICEF - WASH in Communities and households,,Water & Sanitation,Nauru,"NES, DCCNR",Aid in-kind,United Nations,,0.008,2025,,,Funded,Funded,,Drought & water security,Auto-tagged (sector/keywords),,,
E91,Existing / Committed,,UNICEF - WASH in emergencies,,Water & Sanitation,Nauru,"NES, Department of Education",Aid in-kind,United Nations,,0.008,2025,,,Funded,Funded,,Drought & water security,Auto-tagged (sector/keywords),,,
E92,Existing / Committed,,UNICEF - WASH in Institutions,,Water & Sanitation,Nauru,"Department of Justice and Border Control, NPF",Aid in-kind,United Nations,,0.008,2025,,,Funded,Funded,,Drought & water security,Auto-tagged (sector/keywords),,,
E93,Existing / Committed,,UNICEF -Emergency Adaptation for children,,Social & Human Development,Nauru,Department of Justice and Border Control,Aid in-kind,United Nations,,0.04,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E94,Existing / Committed,,UNODC - Technical support to law enforcement and border agencies to fight transnational organised crime including maritime crime,,Governance & Finance,Nauru,Department of Public Health,Aid in-kind,United Nations,,0.072,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E95,Existing / Committed,,UNOHCHR - Technical support to Ministries on engagement with international human rights mechanisms,,Governance & Finance,Nauru,Department of Public Health,Aid in-kind,United Nations,,0.008,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E96,Existing / Committed,,"UNPF - Strengthened mechanisms and capacities of actors, institutions, and towards achieving sexual and reproductive health and reproductive rights, gender equality and bodily autonomy, and women and young people’s enhanced decision making and the right to live free from all forms of violence.",,Social & Human Development,Nauru,"Ministry of Health and Medical Services, Department of Public Health",Aid in-kind,United Nations,,0.019,2025,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E97,Existing / Committed,,WHO - Amendments to tobacco regulations developed and introduction of cessation services,,Health,Nauru,,Aid in-kind,United Nations,,0.192,2025,,,Funded,Funded,,Climate-health risks,Auto-tagged (sector/keywords),,,
E98,Existing / Committed,,WHO - Improved resilience to climate change including mitigating climate_x0002_sensitive diseases,,Health,Nauru,,Aid in-kind,United Nations,,0.041,2025,,,Funded,Funded,,Climate-health risks,Auto-tagged (sector/keywords),,,
E99,Existing / Committed,,Nauru Restoration Generation,"Halting and reversing land degradation, as well as conserving remnant biodiversity in Small Island Developing States (SIDS), is a critical global priority. Nauru is among the most severely affected, with decades of unsustainable surface phosphate mining leaving much of the island’s landscape degraded and creating deep economic and social reliance on mining revenue. This legacy has hindered efforts to adopt Sustainable Land Management (SLM) and biodiversity conservation through an integrated landscape approach.

External support is essential to achieve systemic change—placing Nauru on a sustainable land-use pathway by mainstreaming Land Degradation Neutrality (LDN) and restoring ecosystem services through the conservation and enhancement of the island’s limited biodiversity assets.

The proposed Project provides this transformational shift. It will establish enabling policy and regulatory frameworks for SLM and biodiversity conservation, integrate LDN targets into national development planning, and pilot restoration initiatives on severely degraded post-mining lands. Concurrently, it will safeguard and restore Nauru’s remaining forests and raise awareness and capacity at national and community levels to ensure long-term stewardship of rehabilitated landscapes.

The Pacific Community (SPC) will support implementation of the agreed activities under four key components of the Nauru Restoration Generation Project:

Component 1: Strengthening policy and institutional capacity for sustainable land management and biodiversity conservation.

Component 2: Rehabilitation and restoration of degraded land to protect and reinstate ecosystem services in Nauru.

Component 3: Conservation and sustainable use of Nauru’s forests.

Component 4: Scaling up efforts towards land degradation neutrality and biodiversity conservation.

This comprehensive approach directly addresses four critical barriers—policy gaps, technical and financial capacity constraints, degraded landscapes, and limited public awareness—through four interlinked outcomes. Together, these interventions will position Nauru on a sustainable trajectory, aligning with global LDN targets and the Sustainable Development Goals while contributing to regional SIDS priorities.",Environment & Biodiversity,Nauru,SPC; DEMA; UNEP-GEF,,,,,,,,,Unspecified,,Land & marine environment,Auto-tagged (sector/keywords),,,
